user_id,prosthesis_type,muscle_group,signal_frequency,signal_duration,signal_amplitude,signal_time
688,hand,Biceps,357,2764,3.77,2025-04-02 16:56:11
271,leg,Quadriceps,165,1953,1.34,2025-02-24 10:22:19
739,arm,Gastrocnemius,310,1530,0.61,2025-03-17 13:22:42
124,arm,Gastrocnemius,333,3273,3.61,2025-03-15 05:43:52
237,hand,Quadriceps,128,739,0.52,2025-03-04 15:04:08
596,hand,Biceps,477,4875,2.51,2025-03-01 07:25:05
185,hand,Hamstrings,355,4608,2.31,2025-02-14 21:07:14
764,leg,Biceps,288,2902,2.24,2025-03-13 15:02:39
347,leg,Quadriceps,276,4495,0.96,2025-02-20 01:04:28
404,arm,Quadriceps,183,4769,1.76,2025-03-07 08:38:17
995,leg,Deltoid,81,4732,4.17,2025-03-23 14:11:08
307,arm,Deltoid,310,4619,3.02,2025-02-18 08:21:49
278,leg,Triceps,104,507,3.14,2025-02-28 15:19:34
482,leg,Hamstrings,110,3791,4.02,2025-02-03 10:47:15
443,leg,Gastrocnemius,431,1596,3.23,2025-02-21 02:17:51
280,hand,Triceps,70,4199,2.36,2025-03-07 22:25:31
992,hand,Triceps,472,537,3.84,2025-03-02 11:32:44
966,arm,Biceps,492,4427,2.09,2025-02-04 23:11:54
96,hand,Deltoid,391,1688,3.13,2025-02-04 05:33:50
302,leg,Triceps,401,4795,1.3,2025-03-16 16:57:37
351,leg,Hamstrings,267,3966,0.51,2025-03-20 13:50:29
572,arm,Gastrocnemius,108,2508,1.74,2025-02-21 10:44:20
547,arm,Biceps,79,1534,0.83,2025-03-01 05:09:11
293,arm,Gastrocnemius,249,2726,1.63,2025-02-13 00:20:06
63,hand,Quadriceps,439,2019,2.17,2025-02-08 15:07:55
133,arm,Hamstrings,258,2050,2.53,2025-02-19 07:34:00
44,hand,Hamstrings,307,3923,3.92,2025-02-13 03:17:02
368,leg,Deltoid,97,4196,4.77,2025-02-13 16:21:20
60,leg,Quadriceps,485,4830,3.35,2025-03-07 20:25:31
708,arm,Triceps,58,4856,1.66,2025-03-19 13:59:31
350,arm,Gastrocnemius,162,4688,2.71,2025-02-11 00:06:39
246,arm,Hamstrings,225,3553,2.6,2025-02-23 23:52:50
699,arm,Hamstrings,98,3069,2.19,2025-02-08 06:14:45
336,arm,Hamstrings,89,3422,3.84,2025-02-11 05:30:11
775,arm,Quadriceps,193,4857,2.45,2025-02-23 08:46:40
22,hand,Triceps,425,2373,3.02,2025-02-06 17:10:38
643,arm,Hamstrings,343,2120,2.19,2025-02-24 01:08:27
265,arm,Deltoid,86,4242,1.69,2025-03-03 17:42:21
623,arm,Deltoid,80,1769,4.73,2025-02-25 21:34:51
510,arm,Gastrocnemius,167,3881,2.92,2025-03-27 10:51:08
380,leg,Deltoid,500,4512,2.78,2025-03-22 08:37:11
970,leg,Gastrocnemius,93,4825,3.22,2025-03-10 11:22:53
491,arm,Biceps,324,2804,2.9,2025-03-18 15:21:56
318,hand,Quadriceps,241,2720,0.94,2025-02-27 18:47:39
451,hand,Hamstrings,111,3312,4.62,2025-03-05 13:50:41
815,leg,Triceps,71,4380,1.61,2025-03-20 06:02:01
54,leg,Hamstrings,295,4921,2.96,2025-03-24 20:40:08
946,arm,Biceps,497,805,3.53,2025-03-30 20:17:44
59,arm,Hamstrings,354,3688,4.36,2025-02-03 13:32:07
272,arm,Gastrocnemius,287,1833,3.95,2025-03-31 10:29:41
477,arm,Triceps,96,1265,4.64,2025-03-04 06:11:45
134,arm,Hamstrings,225,3921,2.41,2025-03-12 16:39:16
845,leg,Deltoid,306,1811,2.8,2025-03-22 10:38:04
106,hand,Deltoid,331,867,2.52,2025-03-13 06:29:15
655,leg,Biceps,472,1296,4.91,2025-02-26 02:53:56
158,arm,Quadriceps,420,4894,2.18,2025-02-16 07:17:24
642,arm,Biceps,385,2240,2.91,2025-02-13 22:28:31
516,hand,Hamstrings,422,3046,0.93,2025-03-16 13:35:29
863,leg,Triceps,498,3589,3.89,2025-02-04 00:52:09
926,arm,Triceps,469,3996,4.3,2025-02-02 12:13:12
22,arm,Gastrocnemius,486,2502,4.2,2025-03-04 13:01:22
410,arm,Biceps,266,736,2.42,2025-03-03 14:28:43
505,arm,Hamstrings,338,2304,2.16,2025-03-01 07:13:46
796,arm,Triceps,441,2513,2.93,2025-03-08 22:02:17
44,arm,Quadriceps,264,3781,3.68,2025-02-22 00:41:47
815,arm,Hamstrings,142,4416,1.42,2025-03-25 14:31:59
374,leg,Triceps,220,1596,3.96,2025-03-26 03:36:27
522,arm,Quadriceps,148,628,1.81,2025-02-22 21:39:01
946,arm,Hamstrings,66,1430,2.7,2025-02-04 12:54:19
186,hand,Biceps,113,3324,3.12,2025-02-01 03:54:01
722,arm,Gastrocnemius,253,3198,4.33,2025-03-29 14:12:01
984,leg,Biceps,52,1679,2.88,2025-02-22 07:47:41
89,leg,Triceps,90,534,4.54,2025-03-17 10:41:20
832,arm,Triceps,465,1037,1.39,2025-03-19 08:53:13
497,arm,Quadriceps,492,4067,3.42,2025-03-28 09:28:47
148,arm,Hamstrings,369,3165,2.59,2025-03-26 08:13:10
87,arm,Biceps,438,1577,0.95,2025-03-17 20:19:38
887,hand,Deltoid,277,3444,1.48,2025-04-02 17:34:20
979,arm,Quadriceps,367,1813,3.26,2025-02-11 14:49:08
44,arm,Hamstrings,410,868,3.74,2025-03-19 18:04:52
795,arm,Biceps,126,1275,2.12,2025-03-26 01:55:39
967,arm,Deltoid,456,3172,3.67,2025-02-12 12:04:58
733,leg,Deltoid,300,1908,4.98,2025-02-04 04:33:45
19,leg,Hamstrings,337,1909,1.22,2025-03-22 11:14:22
444,arm,Quadriceps,447,1134,4.66,2025-03-27 22:16:47
313,leg,Biceps,471,2460,3.13,2025-03-30 05:06:02
90,leg,Biceps,260,3087,0.71,2025-03-26 00:20:18
126,leg,Hamstrings,498,1018,4.98,2025-02-28 11:14:26
559,leg,Triceps,143,1568,4.33,2025-02-21 16:35:41
576,leg,Deltoid,299,729,3.33,2025-03-12 23:21:39
64,leg,Deltoid,225,521,2.94,2025-03-02 00:51:04
474,leg,Triceps,426,2096,2.66,2025-02-24 04:24:22
748,hand,Gastrocnemius,373,2317,4.51,2025-02-08 11:25:44
152,arm,Gastrocnemius,409,3653,4.53,2025-02-01 13:10:25
514,hand,Deltoid,261,1358,3.73,2025-03-20 16:00:07
991,hand,Deltoid,297,3157,1.92,2025-03-19 13:59:42
529,arm,Gastrocnemius,445,2290,2.32,2025-02-14 03:48:48
757,leg,Quadriceps,104,2982,1.68,2025-03-03 19:55:50
517,arm,Triceps,271,2378,2.08,2025-03-10 06:16:01
418,leg,Gastrocnemius,135,4548,3.97,2025-03-01 00:54:19
93,leg,Triceps,82,738,3.41,2025-02-22 18:16:48
731,hand,Gastrocnemius,451,2372,2.18,2025-02-13 11:55:49
801,leg,Deltoid,108,1744,2.81,2025-03-11 03:59:26
144,hand,Deltoid,264,1376,4.77,2025-02-22 06:33:38
739,hand,Hamstrings,432,4088,0.54,2025-02-10 11:46:41
272,hand,Triceps,288,1199,1.36,2025-03-31 18:43:04
561,arm,Quadriceps,369,4744,4.86,2025-02-16 21:18:48
626,leg,Hamstrings,434,1614,3.36,2025-02-07 13:33:34
321,leg,Triceps,184,3336,4.63,2025-03-05 10:12:30
358,arm,Deltoid,287,2374,2.97,2025-03-19 23:46:44
626,arm,Deltoid,113,1330,1.63,2025-03-16 12:57:31
266,hand,Quadriceps,482,2234,2.42,2025-03-26 00:56:36
235,hand,Deltoid,223,581,2.27,2025-03-15 14:45:24
717,arm,Deltoid,163,4898,4.2,2025-03-21 09:09:49
966,leg,Hamstrings,147,2094,2.8,2025-03-30 21:52:47
913,arm,Gastrocnemius,102,1840,2.97,2025-03-06 14:09:19
388,leg,Biceps,64,2498,2.54,2025-02-21 00:02:20
302,hand,Quadriceps,254,3910,0.98,2025-03-31 07:27:20
145,arm,Triceps,365,2513,1.87,2025-03-17 13:10:54
947,hand,Gastrocnemius,307,1368,1.35,2025-02-23 16:34:28
971,leg,Hamstrings,337,3547,1.02,2025-02-17 09:24:56
121,leg,Deltoid,62,4694,0.52,2025-02-20 12:58:40
975,hand,Quadriceps,201,728,4.99,2025-03-11 06:51:11
205,arm,Quadriceps,405,2536,2.64,2025-03-03 20:58:36
738,leg,Quadriceps,461,2260,2.45,2025-03-28 02:05:03
857,hand,Deltoid,393,2905,4.87,2025-04-02 04:30:48
670,arm,Triceps,58,1707,4.36,2025-02-26 10:30:14
990,leg,Triceps,220,4180,3.07,2025-03-21 15:06:00
445,hand,Hamstrings,167,3410,3.38,2025-03-17 10:14:36
451,leg,Hamstrings,350,1641,1.6,2025-02-09 10:38:07
54,arm,Biceps,176,4903,0.94,2025-03-25 23:48:08
846,leg,Gastrocnemius,450,1431,4.55,2025-02-25 18:55:34
890,arm,Biceps,299,4767,4.29,2025-02-02 05:40:13
752,leg,Gastrocnemius,397,709,3.21,2025-02-28 14:09:02
294,arm,Biceps,310,3733,4.9,2025-02-23 12:11:45
47,arm,Quadriceps,427,1717,3.82,2025-02-08 00:31:23
10,leg,Biceps,394,4947,3.18,2025-03-31 19:06:47
757,arm,Triceps,456,4406,4.03,2025-03-18 13:55:52
267,leg,Deltoid,63,3549,4.92,2025-03-25 07:49:57
109,arm,Quadriceps,292,2200,2.53,2025-03-09 03:04:03
737,hand,Gastrocnemius,278,4888,2.78,2025-03-16 11:14:58
740,arm,Biceps,311,3315,0.66,2025-03-11 15:08:03
806,leg,Quadriceps,479,603,3.98,2025-02-19 07:58:57
297,arm,Deltoid,317,2241,1.05,2025-02-05 18:03:30
992,arm,Triceps,370,3743,3.51,2025-02-27 15:28:22
511,leg,Triceps,266,4614,4.36,2025-02-09 17:54:24
545,leg,Deltoid,475,3516,3.37,2025-03-04 04:38:05
619,hand,Biceps,259,1608,2.13,2025-03-06 01:50:59
863,leg,Quadriceps,321,4598,3.78,2025-03-23 12:56:06
253,arm,Triceps,132,3733,3.64,2025-03-13 09:28:45
622,hand,Hamstrings,275,2007,2.81,2025-04-01 05:17:36
880,hand,Biceps,462,2235,3.16,2025-03-11 23:15:38
573,hand,Triceps,497,2970,1.94,2025-03-02 13:51:52
407,hand,Gastrocnemius,397,4575,4.07,2025-02-15 14:53:30
845,hand,Deltoid,169,3022,2.08,2025-03-24 10:20:18
188,hand,Hamstrings,178,3846,0.51,2025-03-05 23:03:54
134,leg,Triceps,469,4900,1.5,2025-03-26 16:50:32
662,arm,Quadriceps,100,2125,2.21,2025-02-04 10:57:37
27,hand,Deltoid,199,2290,1.61,2025-02-16 01:39:15
985,arm,Quadriceps,162,638,2.32,2025-03-26 11:19:26
27,arm,Deltoid,252,4759,4.21,2025-02-24 14:55:57
158,leg,Hamstrings,293,4859,3.84,2025-03-07 15:32:20
48,leg,Hamstrings,478,4319,1.47,2025-02-15 09:12:32
351,hand,Deltoid,101,2601,3.93,2025-03-01 22:40:52
642,leg,Triceps,422,1530,4.75,2025-03-22 11:27:30
860,hand,Biceps,209,2543,3.51,2025-03-20 16:09:43
72,hand,Gastrocnemius,172,600,4.38,2025-03-15 11:21:12
202,arm,Biceps,480,2284,3.11,2025-02-08 06:35:21
704,hand,Triceps,474,879,1.99,2025-03-31 00:54:43
427,hand,Triceps,336,4423,2.39,2025-03-02 15:01:10
17,arm,Triceps,68,2558,0.67,2025-04-02 21:41:20
864,arm,Hamstrings,334,1001,2.14,2025-03-01 02:55:51
421,hand,Gastrocnemius,404,542,4.21,2025-02-20 15:54:12
290,leg,Deltoid,479,925,3.94,2025-02-13 03:46:51
457,hand,Gastrocnemius,241,4885,3.02,2025-03-22 00:58:38
85,hand,Gastrocnemius,105,3310,4.54,2025-04-01 11:13:37
601,leg,Hamstrings,115,3967,2.6,2025-03-15 09:57:42
547,leg,Gastrocnemius,359,2452,4.69,2025-02-18 14:12:31
316,hand,Triceps,261,740,3.57,2025-02-23 15:00:14
102,leg,Quadriceps,399,1120,4.05,2025-03-29 07:31:43
160,arm,Hamstrings,232,2599,3.44,2025-02-06 03:26:56
443,arm,Hamstrings,320,903,0.8,2025-02-10 00:11:36
652,leg,Hamstrings,166,1915,2.95,2025-03-20 00:23:46
33,leg,Quadriceps,234,1243,1.0,2025-03-15 22:36:16
618,leg,Triceps,464,2848,0.8,2025-02-04 10:54:09
920,arm,Triceps,126,2280,0.77,2025-03-13 00:09:18
553,leg,Quadriceps,222,545,0.77,2025-03-01 17:41:33
981,arm,Deltoid,183,2371,4.73,2025-03-06 19:39:32
746,hand,Deltoid,293,3595,3.6,2025-02-10 23:38:10
17,arm,Biceps,210,1578,4.76,2025-02-24 07:49:29
69,hand,Biceps,287,3490,3.87,2025-03-17 12:14:44
373,leg,Deltoid,197,2270,1.95,2025-02-01 08:53:45
999,hand,Quadriceps,411,4024,4.51,2025-03-14 01:26:15
450,arm,Triceps,160,2945,1.73,2025-03-01 02:53:23
198,hand,Biceps,343,1149,3.99,2025-04-02 22:21:47
81,arm,Deltoid,362,934,4.45,2025-02-24 22:18:23
490,leg,Gastrocnemius,109,1571,1.79,2025-02-21 13:29:35
522,leg,Hamstrings,294,2075,4.45,2025-02-20 19:14:11
537,leg,Quadriceps,341,1560,3.41,2025-02-17 00:39:40
611,hand,Biceps,69,1659,3.08,2025-03-15 15:10:31
740,arm,Hamstrings,413,4485,2.8,2025-03-28 00:44:35
922,hand,Hamstrings,81,4684,3.78,2025-03-23 02:29:58
126,hand,Triceps,230,1449,1.34,2025-03-18 10:45:20
648,hand,Deltoid,93,4781,1.01,2025-03-10 07:43:43
39,hand,Triceps,85,1840,2.2,2025-02-19 18:38:12
980,leg,Triceps,461,3375,3.33,2025-02-09 20:14:50
677,hand,Hamstrings,282,3333,1.22,2025-02-20 01:13:57
863,hand,Hamstrings,225,4803,1.04,2025-03-06 10:03:43
870,leg,Quadriceps,102,1951,3.72,2025-03-01 22:55:37
269,hand,Biceps,175,3342,2.75,2025-02-03 07:53:07
539,leg,Deltoid,435,3848,2.42,2025-03-22 08:58:50
238,arm,Hamstrings,71,3472,3.27,2025-02-26 03:12:20
682,arm,Biceps,250,1184,1.96,2025-02-24 04:00:30
289,hand,Gastrocnemius,398,2473,4.76,2025-03-06 06:27:09
316,hand,Deltoid,226,2820,0.66,2025-02-09 04:04:34
546,leg,Biceps,317,4223,3.72,2025-02-12 10:26:24
804,arm,Hamstrings,52,3190,2.11,2025-03-15 16:17:13
88,arm,Hamstrings,262,4393,2.41,2025-03-23 14:42:59
277,leg,Hamstrings,72,1509,4.0,2025-03-26 07:07:07
34,leg,Gastrocnemius,211,4684,0.88,2025-03-16 05:49:36
989,hand,Deltoid,351,2084,4.12,2025-02-21 12:11:31
963,hand,Biceps,480,1936,3.35,2025-03-26 02:22:41
985,leg,Quadriceps,183,3958,2.55,2025-02-14 20:26:42
835,leg,Deltoid,355,1479,4.92,2025-02-24 09:19:00
866,leg,Gastrocnemius,352,2750,3.18,2025-03-26 02:14:14
373,leg,Triceps,496,3066,1.29,2025-02-26 15:16:16
217,hand,Deltoid,236,1004,4.03,2025-02-27 05:45:32
324,hand,Gastrocnemius,497,4010,4.15,2025-03-31 19:23:33
278,arm,Deltoid,342,1413,0.95,2025-02-05 17:16:49
163,leg,Biceps,175,4447,4.3,2025-03-22 17:23:50
669,arm,Quadriceps,462,3141,0.77,2025-03-28 02:22:52
822,hand,Biceps,132,1119,4.2,2025-02-13 12:39:35
187,hand,Gastrocnemius,159,4381,1.12,2025-02-22 23:28:22
398,hand,Deltoid,363,3240,2.97,2025-02-20 23:54:52
234,arm,Gastrocnemius,63,983,3.8,2025-02-02 20:53:55
798,arm,Quadriceps,369,2821,0.52,2025-02-21 19:13:09
910,arm,Biceps,139,2430,4.46,2025-02-09 02:47:01
696,hand,Hamstrings,182,2699,4.31,2025-02-19 12:18:52
945,leg,Quadriceps,53,4189,1.53,2025-03-06 18:43:22
116,arm,Biceps,375,4373,4.13,2025-03-21 08:57:41
420,hand,Hamstrings,327,961,4.03,2025-02-25 01:48:31
746,arm,Gastrocnemius,156,3565,4.2,2025-02-15 16:17:50
13,arm,Deltoid,86,1407,2.69,2025-03-13 14:27:10
451,arm,Biceps,440,3464,4.26,2025-03-07 10:42:11
989,hand,Quadriceps,210,771,1.12,2025-02-20 13:21:01
338,arm,Hamstrings,460,3017,1.64,2025-04-02 18:13:36
518,hand,Triceps,294,523,1.4,2025-03-16 17:54:28
297,leg,Deltoid,294,3815,0.74,2025-03-30 17:21:38
75,leg,Quadriceps,129,2624,2.5,2025-03-10 14:48:35
209,hand,Hamstrings,144,2736,1.48,2025-03-25 02:49:27
916,leg,Quadriceps,284,4635,1.7,2025-03-04 07:12:17
912,arm,Biceps,362,4975,2.29,2025-03-20 02:45:55
497,hand,Biceps,309,4817,4.91,2025-03-26 01:11:14
817,hand,Gastrocnemius,113,557,4.75,2025-02-14 04:04:33
698,arm,Deltoid,220,2171,2.34,2025-03-20 17:00:11
567,hand,Hamstrings,434,732,1.1,2025-03-22 14:38:57
705,hand,Biceps,98,4183,2.91,2025-03-23 14:08:13
10,arm,Quadriceps,438,1233,0.55,2025-03-30 06:58:51
913,hand,Deltoid,92,3936,1.64,2025-02-06 10:58:49
707,leg,Deltoid,85,3868,2.49,2025-02-18 14:54:00
643,arm,Triceps,378,1345,1.63,2025-02-04 21:56:49
495,leg,Biceps,51,4630,0.92,2025-03-04 05:06:03
887,arm,Hamstrings,177,503,4.91,2025-03-11 12:28:55
769,leg,Deltoid,223,2388,1.57,2025-03-18 07:53:42
438,arm,Gastrocnemius,482,2624,2.19,2025-03-27 18:03:07
22,leg,Quadriceps,105,3760,0.53,2025-03-07 14:00:31
205,leg,Deltoid,459,4115,3.22,2025-03-22 21:20:18
816,leg,Deltoid,397,4124,4.7,2025-02-06 08:58:59
54,leg,Biceps,271,3030,0.68,2025-02-10 08:10:30
28,hand,Gastrocnemius,154,2367,1.73,2025-02-26 14:40:28
941,hand,Quadriceps,453,2644,3.23,2025-04-02 00:14:10
832,arm,Hamstrings,192,3070,3.59,2025-03-07 20:22:40
79,arm,Deltoid,183,2822,2.08,2025-03-04 01:21:10
997,arm,Hamstrings,175,3190,4.13,2025-03-04 00:33:25
167,arm,Hamstrings,98,1023,4.11,2025-02-14 03:01:12
370,hand,Hamstrings,71,1493,4.97,2025-03-03 10:01:06
692,arm,Triceps,283,4534,2.71,2025-02-14 14:09:17
92,arm,Deltoid,75,2551,2.33,2025-03-27 22:23:59
616,hand,Biceps,491,866,3.89,2025-03-14 03:39:46
378,arm,Biceps,460,1553,3.94,2025-03-26 10:13:09
91,leg,Quadriceps,128,2878,3.55,2025-03-31 20:42:56
731,leg,Gastrocnemius,133,2029,2.35,2025-02-12 17:00:21
436,leg,Hamstrings,111,3584,4.76,2025-02-16 18:35:42
544,hand,Triceps,329,3613,2.26,2025-03-07 13:49:54
468,leg,Biceps,263,4904,4.82,2025-03-26 16:55:24
547,leg,Quadriceps,59,4479,4.23,2025-02-01 13:15:22
308,arm,Gastrocnemius,176,2638,4.22,2025-03-10 13:27:45
514,leg,Biceps,233,4371,3.07,2025-03-31 00:24:43
864,leg,Quadriceps,95,2404,0.67,2025-03-20 04:30:34
229,leg,Gastrocnemius,478,1197,1.74,2025-02-24 09:59:36
634,hand,Biceps,107,2719,1.06,2025-02-24 15:01:41
555,arm,Gastrocnemius,323,3766,3.2,2025-03-31 02:04:22
230,hand,Gastrocnemius,196,1483,2.6,2025-02-18 06:58:53
161,arm,Gastrocnemius,426,765,1.61,2025-03-12 22:07:32
111,arm,Quadriceps,121,2004,3.28,2025-02-06 10:33:28
266,arm,Gastrocnemius,115,3490,1.7,2025-02-07 06:24:21
375,arm,Hamstrings,458,2390,1.24,2025-02-21 13:04:51
609,leg,Quadriceps,420,1146,3.41,2025-04-01 21:42:37
632,hand,Deltoid,155,4144,3.18,2025-03-13 15:18:50
61,leg,Quadriceps,231,4038,4.01,2025-02-19 08:32:06
64,leg,Triceps,75,4888,2.28,2025-03-31 12:31:53
660,arm,Quadriceps,471,552,0.63,2025-03-08 03:02:18
808,hand,Biceps,249,4492,4.65,2025-02-22 07:00:45
639,leg,Hamstrings,69,4369,4.02,2025-02-25 07:19:05
160,arm,Hamstrings,178,3816,1.68,2025-03-14 06:35:06
960,arm,Quadriceps,262,2040,2.13,2025-02-28 18:37:19
214,arm,Triceps,338,4623,1.03,2025-02-24 06:58:18
562,hand,Gastrocnemius,438,568,3.22,2025-02-21 23:56:20
789,hand,Hamstrings,94,805,2.15,2025-02-02 17:08:00
508,leg,Biceps,337,2549,2.78,2025-02-06 15:17:50
39,arm,Gastrocnemius,340,4343,4.64,2025-02-23 12:15:06
638,leg,Biceps,469,2935,4.93,2025-03-26 03:22:46
734,leg,Gastrocnemius,413,2094,1.63,2025-03-31 15:59:41
155,hand,Gastrocnemius,260,3963,4.69,2025-03-11 17:32:49
726,hand,Deltoid,54,3485,4.68,2025-03-14 05:22:36
601,hand,Hamstrings,187,685,3.21,2025-02-19 23:03:35
627,leg,Gastrocnemius,497,2515,2.04,2025-02-11 00:01:37
542,hand,Deltoid,155,1443,3.2,2025-02-16 10:32:55
956,arm,Triceps,124,597,1.91,2025-03-30 17:25:53
441,hand,Triceps,340,882,0.6,2025-02-19 23:03:29
208,arm,Quadriceps,313,1677,2.64,2025-03-19 19:08:38
524,leg,Deltoid,199,1120,3.37,2025-03-26 03:33:00
455,leg,Triceps,333,913,3.8,2025-03-22 15:55:02
204,leg,Gastrocnemius,219,3306,1.27,2025-02-14 05:03:43
78,hand,Deltoid,360,4377,3.27,2025-02-23 10:56:06
73,arm,Biceps,127,4531,0.78,2025-03-23 23:37:25
737,arm,Deltoid,255,2054,1.01,2025-03-04 09:22:31
664,arm,Biceps,234,2832,0.96,2025-03-25 07:32:26
141,leg,Hamstrings,108,4401,4.17,2025-02-05 23:12:22
303,arm,Gastrocnemius,224,3006,3.88,2025-03-27 09:05:56
724,hand,Gastrocnemius,173,4922,4.1,2025-02-07 16:25:09
875,hand,Deltoid,112,3847,3.58,2025-02-17 04:15:18
913,arm,Quadriceps,374,1522,3.44,2025-03-31 06:58:26
12,arm,Hamstrings,100,1523,4.39,2025-02-08 04:07:19
302,leg,Gastrocnemius,110,1770,2.85,2025-03-17 05:27:20
975,leg,Biceps,319,3130,1.74,2025-03-19 19:12:06
523,leg,Biceps,433,1930,2.0,2025-03-24 10:06:40
815,hand,Hamstrings,310,1833,3.21,2025-03-09 23:17:53
547,hand,Quadriceps,146,3572,1.54,2025-02-15 03:42:05
47,arm,Hamstrings,494,2710,2.33,2025-02-26 19:03:22
936,leg,Hamstrings,472,4452,4.6,2025-02-20 08:24:11
235,hand,Gastrocnemius,337,1446,1.22,2025-02-03 15:07:40
602,hand,Quadriceps,412,2286,4.55,2025-03-14 19:15:44
564,arm,Deltoid,117,4702,2.82,2025-03-22 06:20:17
18,arm,Quadriceps,56,2086,2.24,2025-03-15 13:20:56
974,leg,Triceps,314,1238,2.59,2025-02-15 10:27:53
914,arm,Triceps,242,2763,3.36,2025-03-19 14:15:43
883,hand,Gastrocnemius,70,4250,2.85,2025-02-11 10:24:52
81,leg,Gastrocnemius,457,3037,1.75,2025-02-13 12:23:53
105,leg,Deltoid,317,941,2.7,2025-03-13 17:50:48
848,leg,Quadriceps,417,2839,4.57,2025-03-03 10:49:16
549,arm,Gastrocnemius,229,4434,1.92,2025-03-30 13:58:54
108,hand,Hamstrings,354,4617,3.02,2025-03-23 17:56:24
120,arm,Gastrocnemius,184,3702,2.19,2025-02-14 04:23:15
846,hand,Hamstrings,326,2218,1.0,2025-03-07 00:13:41
773,hand,Gastrocnemius,152,2905,4.94,2025-03-23 12:38:04
35,hand,Biceps,307,3498,4.26,2025-03-15 05:05:52
358,hand,Gastrocnemius,51,4398,4.37,2025-03-08 11:44:16
894,leg,Hamstrings,457,2430,0.9,2025-03-21 07:50:29
642,arm,Gastrocnemius,382,883,4.08,2025-02-03 22:50:46
944,leg,Triceps,487,3443,3.04,2025-03-23 16:19:20
621,hand,Triceps,221,2475,3.55,2025-02-05 15:13:50
634,hand,Hamstrings,142,2812,4.54,2025-02-18 05:12:10
645,leg,Triceps,55,2313,3.69,2025-03-03 00:21:57
356,arm,Gastrocnemius,497,4319,2.78,2025-03-15 01:26:59
698,leg,Quadriceps,207,4013,3.61,2025-03-27 17:33:19
66,leg,Deltoid,145,3703,3.22,2025-03-31 02:13:57
591,arm,Triceps,215,1877,1.37,2025-03-30 20:35:23
17,hand,Biceps,302,4271,3.14,2025-03-12 19:15:06
753,leg,Triceps,127,2574,3.85,2025-02-01 09:57:59
947,leg,Deltoid,343,2970,0.77,2025-02-28 09:28:17
406,leg,Quadriceps,182,3072,2.66,2025-02-26 03:34:42
812,arm,Gastrocnemius,273,4080,1.47,2025-02-03 21:47:23
441,leg,Gastrocnemius,281,2816,2.82,2025-03-25 15:23:37
637,hand,Hamstrings,446,651,4.18,2025-02-03 09:36:56
227,arm,Triceps,87,1012,3.59,2025-03-10 00:25:31
908,hand,Biceps,310,1517,2.67,2025-03-23 10:55:39
73,arm,Quadriceps,116,2810,3.07,2025-03-08 03:08:27
593,leg,Triceps,354,1382,2.21,2025-03-15 11:06:42
9,hand,Triceps,238,1638,3.7,2025-03-19 22:01:32
634,hand,Quadriceps,69,1998,1.84,2025-03-06 02:49:22
495,hand,Triceps,281,4448,2.15,2025-03-08 05:46:56
50,hand,Deltoid,99,4878,3.56,2025-03-31 05:04:56
603,arm,Triceps,215,1610,3.79,2025-03-16 07:20:14
975,hand,Biceps,51,3934,3.29,2025-04-02 22:29:46
224,leg,Gastrocnemius,262,1471,4.67,2025-03-25 04:55:27
621,leg,Deltoid,112,4536,4.52,2025-04-02 08:07:53
441,leg,Gastrocnemius,461,1761,2.76,2025-03-31 20:16:08
254,leg,Biceps,402,2737,1.96,2025-03-11 19:35:05
190,hand,Triceps,244,808,4.15,2025-03-28 14:03:30
848,hand,Gastrocnemius,175,2355,0.9,2025-03-08 00:49:40
348,leg,Quadriceps,417,1039,1.06,2025-04-01 05:05:41
110,arm,Gastrocnemius,131,2418,1.21,2025-02-28 21:59:04
613,arm,Deltoid,245,2940,4.24,2025-02-07 21:05:17
205,leg,Quadriceps,424,3382,2.41,2025-02-25 11:50:08
705,leg,Hamstrings,320,4202,0.93,2025-02-24 19:56:51
455,leg,Triceps,319,1260,2.35,2025-03-19 16:52:07
109,hand,Deltoid,69,4360,1.05,2025-02-21 09:39:48
474,hand,Deltoid,188,1799,2.03,2025-03-17 10:11:57
788,hand,Deltoid,394,4659,2.35,2025-03-04 21:41:27
132,leg,Triceps,409,2564,3.22,2025-02-09 18:07:19
266,hand,Gastrocnemius,309,1336,0.83,2025-02-10 10:42:18
575,hand,Deltoid,170,4982,4.76,2025-03-03 08:59:18
900,hand,Biceps,192,4176,3.74,2025-03-01 20:28:26
76,arm,Deltoid,364,3176,2.8,2025-03-06 16:09:16
913,arm,Deltoid,270,4125,0.7,2025-03-02 13:24:54
356,hand,Gastrocnemius,306,687,3.85,2025-03-24 18:50:59
721,leg,Quadriceps,300,1794,4.28,2025-03-18 07:47:32
405,leg,Hamstrings,141,3734,2.83,2025-03-02 04:00:36
906,leg,Hamstrings,177,4712,2.09,2025-03-07 05:45:35
796,leg,Gastrocnemius,190,4943,2.32,2025-03-30 00:04:05
415,hand,Quadriceps,207,4925,0.54,2025-02-15 07:44:26
740,leg,Hamstrings,164,3771,4.06,2025-03-20 13:51:51
285,hand,Deltoid,294,1264,2.81,2025-03-27 05:58:08
358,arm,Hamstrings,416,611,1.15,2025-03-14 00:43:54
594,leg,Triceps,310,3734,3.98,2025-02-03 04:10:03
705,leg,Quadriceps,103,4085,5.0,2025-03-09 05:48:49
